warehouse_id,product_id,quantity_on_hand,quantity_reserved,quantity_available,last_restock_date,unit_cost
WH_02,134957eeec87be2414ac629ee0b947a4,20,0,20,2018-10-28,9.52
WH_02,183c95ad186f48c320bbac4643829d3f,15,3,12,2018-07-21,24.38
WH_02,a45af86c4a7948f5fabbb5b0132475cd,11,1,10,2018-08-02,16.5
WH_02,8aa6223e400af9c97b07c75993142721,43,10,33,2018-08-26,120.04
WH_02,5f504b3a1c75b73d6151be81eb05bdc9,38,7,31,2018-11-12,413.25
WH_02,7935ddc510afb7d08989660b382b7f26,21,3,18,2018-08-30,39.09
WH_02,f40876e0ef3cd5f9132b1f16b04b1346,27,5,22,2018-07-18,61.16
WH_02,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,35,8,27,2018-06-16,69.15
WH_02,e0f33a3329af6716a0bb47fd7a664439,22,0,22,2018-11-19,34.02
WH_02,6c712952b8ef62f8d06a0314917400c8,6,0,6,2018-11-09,41.74
WH_02,9e2d3a8d8ffad53e2e35282a2020221c,9,2,7,2018-07-26,14.71
WH_02,6a23c2eb9acc78f8ec403be9c6210dd4,17,2,15,2018-11-11,51.03
WH_02,eebbed5ed3b134eceb717496c47652ba,23,4,19,2018-11-16,65.45
WH_02,cac9e5692471a0700418aa3400b9b2b1,78,0,78,2018-09-14,62.93
WH_02,be5353e2c543ba4f67831f95d3775420,5,1,4,2018-08-13,11.7
WH_02,ec96b7b4e1401281edb9465d0d689cae,5,1,4,2018-07-16,23.78
WH_02,83d199d296c44101c8c3b5c9c0cce9ea,7,0,7,2018-08-01,40.32
WH_02,b8b426747049f2d3d6e00b486d47dedb,22,4,18,2018-08-30,46.57
WH_02,e57eb018e37376580079825eb29a3419,12,3,9,2018-09-12,37.32
WH_02,1dec4c88c685d5a07bf01dcb0f8bf9f8,29,3,26,2018-07-28,397.63
WH_02,a42d9c825894f96fc6ed02610891454d,17,0,17,2018-11-14,40.79
WH_02,99a4788cb24856965c36a24e339b6058,591,23,568,2018-09-05,45.99
WH_02,389d119b48cf3043d311335e499d9c6b,377,7,370,2018-11-27,32.33
WH_02,629e019a6f298a83aeecc7877964f935,37,7,30,2018-11-13,72.85
WH_02,dbb67791e405873b259e4656bf971246,109,18,91,2018-06-25,54.95
WH_02,5b8423dc7f23089c9c59c5d140eb5a1c,30,0,30,2018-11-25,61.37
WH_02,d1c427060a0f73f6b889a5c7c61f2ac4,468,60,408,2018-06-20,66.26
WH_02,89b121bee266dcd25688a1ba72eefb61,76,8,68,2018-10-23,53.52
WH_02,4025ee582ef6b8c478af3b44cf89054b,17,1,16,2018-08-20,16.9
WH_02,3b10cf7d1e08c598428ad6eb7c59d09c,5,0,5,2018-09-10,52.35
WH_02,a8d952e8e5436a6fe36d24c402d100de,22,2,20,2018-08-01,9.87
WH_02,9fc0c73ce4d0eaaead44e81eeefebeb0,17,3,14,2018-10-17,41.01
WH_02,c211ff3068fcd2f8898192976d8b3a32,26,6,20,2018-11-24,15.49
WH_02,50fd2b788dc166edd20512370dac54df,46,8,38,2018-08-28,13.61
WH_02,10070e29929f7c7d609ee3201f236b8e,7,1,6,2018-06-20,44.96
WH_02,9da950e8c8c482441f1b93955b21c827,18,4,14,2018-09-10,145.74
WH_02,a0b7d5a992ccda646f2d34e418fff5a0,48,5,43,2018-08-09,28.58
WH_02,4fa33915031a8cde03dd0d3e8fb27f01,24,3,21,2018-08-31,81.48
WH_02,7b44e5ea770ef06810f5df89006cc8b2,15,3,12,2018-11-22,48.81
WH_02,2028bf1b01cafb2d2b1901fca4083222,138,24,114,2018-11-06,23.68
WH_02,2029248294c186017ecfc48cecd47bbd,15,1,14,2018-06-22,78.12
WH_02,5f42d57952b7815098979a5c4fa6f82a,12,3,9,2018-11-10,67.68
WH_02,688ad0169550f8e2eb0307b61df3ba12,10,1,9,2018-06-28,31.31
WH_02,3ba2b0de14984ce8f072c58be8d701dd,7,1,6,2018-08-09,55.43
WH_02,fa381a4a9af65ea5fc8f3829214045f9,6,0,6,2018-09-23,122.29
WH_02,423b46d7ff817b1cd19ab195c7b76546,20,4,16,2018-06-07,28.48
WH_02,fdd84aefb08c8f8225e0b8c97429d53b,8,2,6,2018-11-01,24.03
WH_02,7ac0d3f8ac5b60c13d74b02b8cbb4623,28,6,22,2018-09-14,46.65
WH_02,41db6d8062fcd38410c699743ccc0265,27,0,27,2018-10-22,9.23
WH_02,2bd9b51a9ab079e095aca987845d3266,34,3,31,2018-07-14,44.1
WH_02,59fe488ea6ac9439bc86663f4a564c23,23,1,22,2018-08-17,7.51
WH_02,130482add9fd75ccb6c57ba007694a2d,30,2,28,2018-09-20,43.99
WH_02,82b73150f90f4fef92913e35b9984bb7,10,1,9,2018-06-20,52.31
WH_02,5403528d987ad26e8d7cb25940411987,21,1,20,2018-10-05,30.13
WH_02,44e086c4a977f37a888627b43880586c,19,1,18,2018-07-05,31.76
WH_02,af2d506fb01b724e03591349ad36b67e,25,3,22,2018-11-06,24.43
WH_02,076e4ce53c8914382e7ff3732511b17e,13,2,11,2018-09-19,55.86
WH_02,4520766ec412348b8d4caa5e8a18c464,67,4,63,2018-11-02,20.04
WH_02,98b22c1129886cbd7fcae69d1c93e442,28,3,25,2018-07-16,49.69
WH_02,e94df75b2e9a8b056be0c144a731f55c,40,5,35,2018-11-25,44.64
WH_02,679a3e5e1d2bb68982be5734c6e55e63,30,3,27,2018-08-11,27.08
WH_02,5e53af05c040b01584b81b3549945faf,21,3,18,2018-10-23,15.35
WH_02,e15cee02291017f6f12b4115ffb417e6,8,2,6,2018-10-19,11.24
WH_02,91b08d34d0ba4db44da2dc382867ba49,10,2,8,2018-07-24,5.91
WH_02,f2d649f157cebee085ed738f23d5d6b7,13,2,11,2018-06-18,18.71
WH_02,4473f3e5c65952b074ef987fa5c24662,21,3,18,2018-07-06,17.77
WH_02,f71f42e2381752836563b70beb542f80,59,3,56,2018-07-10,15.25
WH_02,2fea0f2cec6b6324a277d4a61c2ed2c6,67,12,55,2018-11-01,23.29
WH_02,473795a355d29305c3ea6b156833adf5,77,12,65,2018-11-25,31.23
WH_02,af0a99476d96dcc1a1baa7c0d9ff6b9d,17,0,17,2018-09-01,342.95
WH_02,a0d20b18f2a06b34206ba5933b4ec05b,18,4,14,2018-06-22,28.85
WH_02,98d61056e0568ba048e5d78038790e77,16,1,15,2018-08-30,99.88
WH_02,aadff88486740e0b0ebe2be6c09476ae,19,4,15,2018-11-13,12.36
WH_02,c230b471b7e21ff9060e68ee154afd70,18,3,15,2018-08-24,48.3
WH_02,f8b624d4e475bb8d1bddf1b65c6a64f6,61,13,48,2018-06-26,77.29
WH_02,4a25d757ff72fad7534f478c90be77e6,13,1,12,2018-09-09,7.78
WH_02,c706d50b57c9e83293c2586d01f32445,19,4,15,2018-07-09,30.35
WH_02,cfb763496d9fc48751a27db4fd02aa2d,17,0,17,2018-08-15,27.21
WH_02,eb7172d8a3c64298d2d767f6603c231e,15,0,15,2018-07-07,19.98
WH_02,bc74f63361c15c1a5baa5b97ac432e62,16,2,14,2018-07-23,118.22
WH_02,2a2d22ae30e026f1893083c8405ca522,64,11,53,2018-09-21,77.17
WH_02,4b5e26931a0b0d3a690a3f520329a975,20,3,17,2018-08-16,106.02
WH_02,97017430754804328eb9597b7f85da03,24,5,19,2018-08-27,12.53
WH_02,65266b2da20d04dbe00c5c2d3bb7859e,43,10,33,2018-08-02,13.95
WH_02,a1bf559ac1eab015ba992bd76d9d76c7,20,4,16,2018-10-22,11.12
WH_02,698b3ddae2f0b80c2a48fb40624ca4e4,17,3,14,2018-09-12,115.9
WH_02,c4baedd846ed09b85f78a781b522f126,157,11,146,2018-09-19,59.57
WH_02,0bdd9a52d192d64770e33ae559512478,12,1,11,2018-09-18,29.38
WH_02,b8a0d73b2a06e7910d9864dccdb0cda2,26,5,21,2018-08-11,29.32
WH_02,16ed6a6e3fce23b741650437fe58d65b,39,1,38,2018-10-16,52.06
WH_02,5d6bea33648f018dbb563f3a2fab09f3,23,2,21,2018-06-30,68.97
WH_02,a9f480bfc49f0b85e8394e1cdf685b4e,15,3,12,2018-11-11,28.82
WH_02,efa490145b5cc82438b6a6de691535fa,11,1,10,2018-10-29,27.47
WH_02,d6fe3b4ddecd4a8393c6a1385de3bfb6,13,2,11,2018-11-06,129.89
WH_02,03e931f387c2dd5b006aecdb12515b2e,8,2,6,2018-08-16,32.43
WH_02,f3ce47ccf98da2906f6b8b1387618e07,22,4,18,2018-07-05,52.48
WH_02,35ebf08a93899d44e756809e11b14754,30,3,27,2018-07-17,8.05
WH_02,4a300735bc293723103db0d0c1bc1585,16,1,15,2018-09-16,39.68
WH_02,91846781ef75057e134949400768e272,24,4,20,2018-07-18,70.81
WH_02,6a2909ac21d16b721e4795e7e8ff3e68,25,4,21,2018-11-13,14.72
WH_02,419cb1b441eda9b92ebd1a1b96090c26,31,2,29,2018-10-04,16.86
WH_02,553e0e7590d3116a072507a3635d2877,25,1,24,2018-09-24,22.98
WH_02,d678178aa4291cd25a755a90188375c8,27,6,21,2018-06-03,18.54
WH_02,73bcea88583002fe12b7399af4ae60da,36,3,33,2018-10-22,86.46
WH_02,4cb6e86e1328e77e20b5f90771683cbe,15,3,12,2018-10-04,54.36
WH_02,22c5ddc22ea8cae84fc9917def682dc6,41,7,34,2018-06-22,31.21
WH_02,574597aaf385996112490308e37399ce,23,1,22,2018-08-10,23.89
WH_02,6c81db10f914c4d032b14fa93aa0a818,12,2,10,2018-09-26,13.1
WH_02,02ce467092b184e71d3967d29110adc1,20,3,17,2018-06-29,99.28
WH_02,c6336fa91fbd87c359e44f5dca5a90ed,92,8,84,2018-09-02,27.66
WH_02,dc52f0f5d3ec37a93eaf956cde4e5d2c,37,0,37,2018-09-21,30.77
WH_02,bbaef2eadf31fe3ea6702077398be06c,62,13,49,2018-11-15,24.55
WH_02,4724ffa427f315c485e39b02e21859b2,24,2,22,2018-06-09,7.95
WH_02,44d097d59e8430f88a67517cd0c4f865,26,2,24,2018-06-23,45.45
WH_02,4b96786612ebe7463132fce2c4dca136,40,1,39,2018-07-31,78.67
WH_02,fb7a100ec8c7b34f60cec22b1a9a10e0,19,4,15,2018-11-04,30.33
WH_02,87283a98b24f9f1ac3a31b631073cf47,38,2,36,2018-07-23,29.18
WH_02,bfc0d01be79d9038c7720f983bf954e0,20,0,20,2018-10-15,77.34
WH_02,e7f85e7f0203b7b95cc1b4c21b4b070c,14,1,13,2018-11-28,131.19
WH_02,0a4093a4af429dc0a9334300e5c13ae5,28,4,24,2018-10-10,20.5
WH_02,4a0c2a56e65c941a0bb9874c47dd66d8,29,1,28,2018-09-14,35.12
WH_02,5a848e4ab52fd5445cdc07aab1c40e48,276,35,241,2018-07-03,81.19
WH_02,fe6a9515d655fa7936b8a7c841039f34,45,2,43,2018-08-22,118.92
WH_02,9565229244e9341fb8c8069879cf73cd,24,6,18,2018-09-09,97.55
WH_02,72d3bf1d3a790f8874096fcf860e3eff,29,4,25,2018-09-05,22.94
WH_02,e5eadf9be70a4a9fa514019542fc330a,30,1,29,2018-08-11,36.41
WH_02,1a405418406359cc2b8815f93bf359c2,26,2,24,2018-10-03,71.55
WH_02,28b4eced95a52d9c437a4caf9d311b95,15,0,15,2018-06-24,39.57
WH_02,78efe838c04bbc568be034082200ac20,118,14,104,2018-11-26,56.39
WH_02,f646af315b0f3a597f69213537ca2199,25,0,25,2018-09-10,31.87
WH_02,642a40d4d73b4b2604968937de13634a,13,3,10,2018-10-05,8.35
WH_02,242edc6b84c00f0d48c664a020a92c52,11,1,10,2018-10-26,27.84
WH_02,e6fd80a00ebb1a3e0d58a38555fbbf2c,7,1,6,2018-11-22,14.83
WH_02,eecc2c78b528d8073b4f1c4bddf92aae,19,0,19,2018-09-26,12.71
WH_02,9571759451b1d780ee7c15012ea109d4,6,0,6,2018-06-01,52.55
WH_02,68a058d125ba1544e726898f0b8c0523,35,6,29,2018-11-24,56.62
WH_02,4413a608a42bd21bbf9d5abbd58c249a,70,9,61,2018-08-10,71.01
WH_02,6dde44b4172999f35f08654d06bad633,10,1,9,2018-09-04,96.92
WH_02,51d646c5c93e0f1de543528d0e24eadc,18,1,17,2018-11-08,26.76
WH_02,f7e0fa615b386bc9a8b9eb52bc1fff76,13,1,12,2018-06-24,47.91
WH_02,f39a8b27ce90ac582103bf36f09690dd,27,0,27,2018-06-20,154.4
WH_02,eb8c629f70275fd1c4f809116cce1efc,43,3,40,2018-09-22,20.32
WH_02,70906e04da1eebf3d1b8791bd09ffe85,5,1,4,2018-09-17,45.29
WH_02,9aa9caee155847cddb376a05b9a39791,19,3,16,2018-09-07,13.57
WH_02,37b99aa22bbac19b2a4afc4b2a958a53,6,0,6,2018-09-03,113.85
WH_02,b84520a57891e7a8ae2c68741dcc7146,32,2,30,2018-07-05,23.17
WH_02,41c24b8ce92d1a2cac62db5edfd088b2,67,4,63,2018-10-23,45.79
WH_02,fcf6ad274391aea29f5d6e5ef9da5050,6,0,6,2018-07-25,46.19
WH_02,cc971e0365873137b8bef2ebad633e6f,48,2,46,2018-11-05,157.38
WH_02,98a8c2fa16d7239c606640f5555768e4,34,3,31,2018-06-26,47.89
WH_02,2002fc3ec2d8a30a7588628fe7aff958,7,0,7,2018-09-07,17.31
WH_02,b38b25d838ae0b8385e8cc68b9017644,23,3,20,2018-07-06,79.24
WH_02,93c480c7d11c68ba0a71e850da61b674,11,2,9,2018-10-20,61.66
WH_02,c19d5ba108c34b8255cf9a524da92bc4,17,4,13,2018-11-24,37.7
WH_02,9e10ae46a3021a02f1692448ef9fa1db,5,1,4,2018-11-03,17.17
WH_02,2b0ee2d07306f7c9ac55a43166e9bb4b,22,5,17,2018-11-13,31.05
WH_02,55b71bf300a2765a382eaec566df531f,12,1,11,2018-06-29,41.69
WH_02,c0704b7b41d23540e8576c5e84484dcb,14,0,14,2018-06-04,19.29
WH_02,bd6e6fce9ada76ea2db0f1912e8e478f,102,10,92,2018-10-24,25.05
WH_02,40e8b425d1a26e2d9cb77363523e05ce,17,4,13,2018-09-29,47.78
WH_02,20531b0644a0719b8d506c4db3c56609,26,6,20,2018-10-29,58.48
WH_02,500870614ddcf5bd84f7d26861026c8a,12,2,10,2018-06-16,8.27
WH_02,ead3077a141a9c800d6a4bb9d0d415b6,30,6,24,2018-11-08,12.69
WH_02,32e18e89237933ebdaaebd78a27e7fa1,34,6,28,2018-09-11,13.8
WH_02,aca2eb7d00ea1a7b8ebd4e68314663af,210,34,176,2018-07-10,40.06
WH_02,b623b7cb05ee3248fbe4a6ecbeed79a4,41,4,37,2018-07-23,30.99
WH_02,99f5b2240b82bf9387e5cf2fc0335b08,32,2,30,2018-09-09,63.91
WH_02,027cdd14a677a5834bc67a9789db5021,40,10,30,2018-06-17,52.99
WH_02,24c66f106f642621e524291a895c9032,43,6,37,2018-08-01,112.59
WH_02,87cc2aef12eddf0b170234138b0946e0,6,0,6,2018-06-30,125.87
WH_02,423a6644f0aa529e8828ff1f91003690,15,0,15,2018-11-16,220.19
WH_02,e7bbc0d43d1f5cb09bab95b664236633,20,0,20,2018-07-06,19.86
WH_02,f71050e65776861c8c3ec7a2d2b0194c,18,1,17,2018-08-28,44.17
WH_02,dd4c3b4ab7e001aaf385ea2e68952030,21,5,16,2018-09-04,14.35
WH_02,a334304f952399f2161225628a9d2891,9,1,8,2018-07-01,48.35
WH_02,703d742887bb9267f89b675608ba7aa0,61,0,61,2018-09-18,28.08
WH_02,542b3d80712d51eefe3a3cd1c5f4e8fe,15,0,15,2018-10-26,19.39
WH_02,a8115d34a4b7b74388da609692162c37,25,3,22,2018-09-01,17.65
