seller_id,primary_warehouse_id,secondary_warehouse_id,enrollment_date,is_active
5e49e3a44bdeb5aab2684258bbd4f525,WH_03,WH_02,2018-07-20,True
8e34331b7eedd03be4e5d965c1956225,WH_02,WH_05,2018-01-03,True
aaed1309374718fdd995ee4c58c9dfcd,WH_03,WH_02,2018-07-13,True
11d4c477d09821164bca4f70a2eae031,WH_02,WH_05,2018-01-13,True
ff314fa6033cc68ec451c47aee2d6ba4,WH_02,WH_05,2018-01-20,True
d1c7fa84e48cfa21a0e595167c1c500e,WH_03,WH_02,2018-07-15,True
c7246702dc991a06d788120dc7544391,WH_01,WH_04,2018-07-17,True
e819bcfade7b5d88a27325eb6cfd62c5,WH_02,WH_05,2018-01-09,True
6d2f2e3b539480db1e0842b3a4e32e6e,WH_02,WH_05,2018-01-18,True
e88165a185134e13fdfc85d4fa654db8,WH_02,WH_05,2018-01-28,True
9e6229250fedbe05838fef417b74e7fb,WH_02,WH_04,2018-01-31,True
5abb8ea023c77787f2c15da891c8d384,WH_03,WH_02,2018-07-01,True
1d953075c2f0dd990bacf27b83b330f1,WH_05,WH_02,2018-01-22,True
817245bcc3badd82bbd222e0366951a6,WH_02,WH_03,2018-01-24,True
caa9bc43a9fe8cf9c564ddd8a03cc4a6,WH_02,WH_05,2018-01-04,True
615005a3ef192c00c6f0e977cee3d2bc,WH_02,WH_05,2018-01-22,True
1284de4ae8aa26997e748c851557cf0e,WH_03,WH_02,2018-07-29,True
5fd924b4836098a5be0ecf81ba054ce0,WH_02,WH_05,2018-01-18,True
7178f9f4dd81dcef02f62acdf8151e01,WH_03,WH_02,2018-07-25,True
8132b9bd16876e1b0f8808d43825dd48,WH_03,WH_02,2018-07-09,True
3f995f07c49d0d55a99d5c54957f7d81,WH_02,WH_05,2018-01-25,True
a6bd7d1ccdac48c6b33b28596b7eb122,WH_01,WH_05,2018-07-21,True
6650fcccd8cd2f7e55ffa524f30c4c59,WH_02,WH_05,2018-01-11,True
3db66a856d18a9cba7c9241fc5221c50,WH_05,WH_02,2018-01-04,True
8b181ee5518df84f18f4e1a43fe07923,WH_03,WH_02,2018-07-10,True
10ff823eda2b032e2c93d17a7d294736,WH_02,WH_05,2018-01-14,True
b4a476fbd28de64b1e347abf9089366a,WH_02,WH_05,2018-01-06,True
39c763cca83e654764b7a4a650fb9b7c,WH_04,WH_02,2019-01-15,True
dadc51ef321949ec9a3ab25cd902e23d,WH_02,WH_05,2018-01-01,True
83b08de96980757220871b31bf6cffca,WH_05,WH_02,2018-01-31,True
14a08204d03bb6b6bde8029f801ae0eb,WH_02,WH_05,2018-01-24,True
bee36b4f9a2b9fdcaff6ec05df202ed0,WH_02,WH_05,2018-01-29,True
28872dc528e978a639754bc8c2ce5a4c,WH_03,WH_02,2018-07-24,True
c85d7b477a709c85a1e8b8f25aa1b270,WH_02,WH_05,2018-01-09,True
739c7d7be81f63812dea0d1b1451c651,WH_01,WH_05,2018-07-17,True
657969cca82e884d272385ec0ef06edd,WH_03,WH_02,2018-07-25,True
455befea1bb853c75ccbca94cff26e5c,WH_05,WH_02,2018-01-06,True
800214c63934acd05d47e84214db8ba8,WH_03,WH_02,2018-07-17,True
5cf1ec37aea089f45110c70653a166ab,WH_02,WH_05,2018-01-30,True
0a82f5fb06a4fe4ac2cf7cb412ec71b8,WH_02,WH_05,2018-01-04,True
e45edf75f568ed2f93f78d060e246e25,WH_05,WH_02,2018-01-28,True
3d621842b2ed28e2b474132480edac3c,WH_02,WH_05,2018-01-21,True
baf15155e37ef5492731459bdc05be8a,WH_02,WH_05,2018-01-10,True
c0aff2da32c17759d30b22fb0af6649d,WH_03,WH_02,2018-07-27,True
a17f621c590ea0fab3d5d883e1630ec6,WH_02,WH_05,2018-01-21,True
4deebb3199eeafb282ae33229144f94b,WH_02,WH_05,2018-01-17,True
9d69ba0a7a626a64dc5db08e529559cf,WH_02,WH_05,2018-01-20,True
f92d8c817434bd2d84d4e9c61322b7fa,WH_02,WH_05,2018-01-07,True
8ca5b19e0263150d2c57afdde2b3d011,WH_02,WH_05,2018-01-05,True
eec3469d83e142f9a104886655338c37,WH_02,WH_03,2018-01-12,True
55bb6fe5bebe5012e2d7d9928e1128ff,WH_02,WH_03,2018-01-25,True
d180e07dc1e58c31c3f0cd599dc4d945,WH_05,WH_02,2018-01-06,True
d6b1ce66b035a475f00c017792ff9769,WH_02,WH_05,2018-01-18,True
3aa3c89ae3cd482385568be76120f63c,WH_04,WH_02,2019-01-31,True
fe4cd9461203cee790d36792420b310f,WH_05,WH_02,2018-01-25,True
c3aad7dc65449ae90a5e9c3c6c1e78e0,WH_02,WH_04,2018-01-30,True
f5fea3ffed6c2e889bab72705557c63a,WH_05,WH_02,2018-01-17,True
ececbfcff9804a2d6b40f589df8eef2b,WH_02,WH_05,2018-01-30,True
a254c682cc01e119f83530446f1df9a9,WH_02,WH_03,2018-01-01,True
830379336fad8c6f3b15a4a3ddb5c66e,WH_02,WH_05,2018-01-20,True
7d13fca15225358621be4086e1eb0964,WH_02,WH_05,2018-01-11,True
1b4c3a6f53068f0b6944d2d005c9fc89,WH_03,WH_02,2018-07-16,True
b92e3c8f9738272ff7c59e111e108d7c,WH_05,WH_02,2018-01-01,True
b8555308bfdb4ca1ed54325a58da9a97,WH_02,WH_05,2018-01-04,True
71593c7413973a1e160057b80d4958f6,WH_02,WH_05,2018-01-30,True
1dc2de47ee26a0a5b12dc14fd6dc0dea,WH_02,WH_05,2018-01-12,True
6c6e3d67f969468f3bfd33f827a31222,WH_03,WH_02,2018-07-29,True
66d5ae34537110d3affc56174dad2b2f,WH_02,WH_05,2018-01-27,True
781a66c0d89e30814d49fe8b5e14cd07,WH_02,WH_05,2018-01-26,True
a4bd6e9adf39b63f43dc545d3ca1f53d,WH_05,WH_02,2018-01-10,True
f88adb15807168d3c43d71021090ce4a,WH_02,WH_05,2018-01-08,True
fa8d335d68129e464e60c1826a683e96,WH_03,WH_02,2018-07-02,True
f12d3c2a14729ae461b920c11fe20fdc,WH_02,WH_05,2018-01-08,True
4917cee8d902e13428c3ec4b1ca6f315,WH_03,WH_02,2018-07-29,True
741f8c587cb4248ebc5b779a0e8e0e51,WH_02,WH_05,2018-01-19,True
4bcec44888b30ba9001234c534716d3f,WH_02,WH_05,2018-01-31,True
a663d9c3797e90eac99ff60939416a56,WH_02,WH_05,2018-01-03,True
dff87e4de60c9736ce8df835951b09bc,WH_02,WH_05,2018-01-03,True
ac1ed5fc15901fbc92920361eb4ab350,WH_02,WH_05,2018-01-24,True
f9903dd0f812c7e771fcad47b6fff231,WH_03,WH_02,2018-07-16,True
ac9b01377919cdbd2a1bbb8d5837c70b,WH_02,WH_05,2018-01-27,True
5011f0d93373a4c5753adf58ca77af8d,WH_02,WH_05,2018-01-03,True
a4e634166243bbb3a13fa584463fa468,WH_02,WH_05,2018-01-25,True
50bf89f1349bc0409a268c3a49678009,WH_02,WH_05,2018-01-18,True
50c9975695009e5e6473912e83a6d1da,WH_05,WH_02,2018-01-25,True
42d4b7e70819438f5ada61c965e92d7e,WH_04,WH_02,2019-01-05,True
7aa4334be125fcdd2ba64b3180029f14,WH_02,WH_05,2018-01-05,True
b14db04aa7881970e83ffa9426897925,WH_02,WH_05,2018-01-22,True
fac1a9017ade7bdc94058fc1c969f355,WH_02,WH_05,2018-01-16,True
31ae0774c17fabd06ff707cc5bde005f,WH_02,WH_05,2018-01-31,True
f0ec6a2adb05c62655a26dd347b8dede,WH_02,WH_05,2018-01-18,True
cc1f04647be106ba74e62b21f358af25,WH_02,WH_05,2018-01-06,True
1099a00e0ee3a50935e6c2447ca090c5,WH_05,WH_02,2018-01-09,True
3d700782d7818f2c1e0d7a9e9d75fc00,WH_02,WH_03,2018-01-17,True
a3e9a2c700480d9bb01fba070ba80a0e,WH_02,WH_05,2018-01-28,True
c3f5668699a1b04c0fa61ecea1e2bff6,WH_03,WH_02,2018-07-20,True
80f2cf9abf6b5a0e5c612b5eea6646e6,WH_02,WH_05,2018-01-14,True
516e7738bd8f735ac19a010ee5450d8d,WH_05,WH_02,2018-01-31,True
4fe2f67634d00c021aa01f96b6f2d68e,WH_03,WH_02,2018-07-07,True
9f505651f4a6abe901a56cdc21508025,WH_02,WH_05,2018-01-30,True
17adeba047385fb0c67d8e90b4296d21,WH_02,WH_05,2018-01-18,True
7142540dd4c91e2237acb7e911c4eba2,WH_02,WH_03,2018-01-25,True
c04d70d515d15a7e3db3a73320598566,WH_05,WH_02,2018-01-24,True
a3a38f4affed601eb87a97788c949667,WH_03,WH_02,2018-07-23,True
744dac408745240a2c2528fb1b6028f3,WH_03,WH_02,2018-07-07,True
9b013e03b2ab786505a1d3b5c0756754,WH_02,WH_05,2018-01-23,True
8b9d6eec4a7eb7d0f9d579ce0b38324d,WH_05,WH_02,2018-01-10,True
38e679b9e0064cd94c6f035707344dae,WH_02,WH_03,2018-01-13,True
5444b12c82f21c923f2639ebc722c1ea,WH_02,WH_05,2018-01-22,True
83deb69e889cf80f82be1dc6d5f2d486,WH_03,WH_02,2018-07-21,True
54aa8463e87776b5612f4bdc4bd5d4de,WH_05,WH_02,2018-01-12,True
2e7ea2aafec5835e781b21d6d1faf1f1,WH_02,WH_05,2018-01-15,True
79ebd9a61bac3eaf882805ed4ecfa12a,WH_03,WH_02,2018-07-29,True
1cbd50a8c52e6cf8e315c5709fab386f,WH_03,WH_02,2018-07-17,True
e503f22be6a4f456d9851920a5d9c670,WH_02,WH_05,2018-01-15,True
88af55b4a7ca402b27df16f7c7c9b5d2,WH_02,WH_05,2018-01-04,True
5f3ae9136c875522250f8184f253413a,WH_02,WH_05,2018-01-08,True
b026643914f651e8371425e5b8a1e780,WH_05,WH_02,2018-01-08,True
26af45f5dfd967225a832838aa4e24a3,WH_03,WH_02,2018-07-03,True
9dd459b29a14bf89d47183cf2cd0e4c7,WH_02,WH_05,2018-01-11,True
8e6d7754bc7e0f22c96d255ebda59eba,WH_02,WH_05,2018-01-01,True
e250d617a0ad591ba9bd663e584a895d,WH_02,WH_05,2018-01-19,True
92c8bc6e8f925792247656fed09aad65,WH_02,WH_05,2018-01-18,True
e53d5b9b29d1218281f4a907ada18626,WH_03,WH_02,2018-07-08,True
3ca08eeb8d5595949fed424bd3677742,WH_03,WH_02,2018-07-19,True
cbd996ad3c1b7dc71fd0e5f5df9087e2,WH_02,WH_05,2018-01-08,True
8daab2245ebdc277c51098d01c5ad8ef,WH_02,WH_05,2018-01-01,True
15b3b1b81484422eb41df68ac87f1f50,WH_02,WH_03,2018-01-03,True
e067ad2c1c0b48758eb1b5228bcf7a68,WH_02,WH_05,2018-01-23,True
f626e15b7314c267e4429010866f70e9,WH_03,WH_02,2018-07-21,True
f1fd5ab1181f827ffad998c1a5de7d74,WH_03,WH_02,2018-07-02,True
a7c88262832dfc683781d6a421edefae,WH_02,WH_05,2018-01-08,True
6b1c4d4d9ccf0be3d8544eb0e71e5318,WH_03,WH_02,2018-07-03,True
4e85b538b0dad58852641540686d0e14,WH_02,WH_05,2018-01-29,True
093805f8f2aeb63881444571e1f48f30,WH_02,WH_05,2018-01-02,True
5acd070dd3fe441bbb2ec1f1ede515ee,WH_02,WH_05,2018-01-28,True
3c010235b7345c92f125d14ee232a76b,WH_03,WH_02,2018-07-11,True
cb9fb4ca75d7ba8437480e8dde64fe98,WH_02,WH_05,2018-01-03,True
ce33c6211beaa8fef4cae8b52db39862,WH_02,WH_05,2018-01-17,True
081acf3de680d554796c9cf041be7bc2,WH_05,WH_02,2018-01-08,True
6989574bd97d9773f10d232b6c07da59,WH_03,WH_02,2018-07-09,True
535bf14f36346c7f59d87cece104d70c,WH_05,WH_02,2018-01-22,True
8501d82f68d23148b6d78bb7c4a42037,WH_03,WH_02,2018-07-16,True
7f02656561b680def9986c0795a8a080,WH_02,WH_05,2018-01-07,True
57a834594e1e9e9219603bfec184eadc,WH_03,WH_02,2018-07-18,True
8fd3b4468f6425810648177996c14cbd,WH_02,WH_05,2018-01-05,True
6d803cb79cc31c41c4c789a75933b3c7,WH_02,WH_05,2018-01-24,True
5f2684dab12e59f83bef73ae57724e45,WH_02,WH_05,2018-01-30,True
713e3a23ca5e47786eb6f0d99f94cfac,WH_03,WH_02,2018-07-29,True
f97e2b0650c2068227e1d366140eb62f,WH_02,WH_05,2018-01-19,True
8b321bb669392f5163d04c59e235e066,WH_02,WH_05,2018-01-19,True
32f83ffe11cd40f7adcf4eef171f52d9,WH_03,WH_02,2018-07-16,True
76d64c4aca3a7baf218bf93ef7fa768d,WH_03,WH_02,2018-07-08,True
d06d019f72a04e5497a0b64190af170c,WH_02,WH_05,2018-01-26,True
ec80e49e69745ab6c14f984bf2149423,WH_02,WH_05,2018-01-16,True
f8f35af4634605e6693c17cc3ffff5a8,WH_02,WH_05,2018-01-26,True
